,time(s),pressure_1(bar),main_pressure(bar),venturi_pressure_1(bar),venturi_pressure_2(bar),venturi_pressure_3(bar),venturi_pressure_4(bar),venturi_pressure_5(bar),pump_speed(rpm),water_temp(c),reserved,outlet_flowrate(lpm),inlet_flowrate(lpm),test_case,test_case_iter,nozzle_len(mm),nozzle_dia(mm),venturi_dist(mm)
138849,78.4,-0.14,1.17,1.14,0.09,0.07,0.09,0.1,913.87,31.85,0.0,322.08,-2.52,28.0,1.0,24.0,20.0,30.0
138850,78.5,-0.09,1.17,1.09,0.03,0.05,0.16,0.14,903.86,31.84,0.0,319.57,-2.68,28.0,1.0,24.0,20.0,30.0
138851,78.6,-0.14,0.98,1.12,0.08,0.1,0.19,0.14,905.94,31.86,0.0,321.36,-2.22,28.0,1.0,24.0,20.0,30.0
138852,78.7,-0.14,1.12,1.14,0.08,0.06,0.13,0.11,919.41,31.85,0.0,319.81,-2.15,28.0,1.0,24.0,20.0,30.0
138853,78.8,-0.13,1.03,1.09,0.02,0.05,0.12,0.15,905.07,31.85,0.0,321.65,-2.34,28.0,1.0,24.0,20.0,30.0
138854,78.9,-0.15,1.07,1.11,0.08,0.12,0.17,0.13,898.26,31.83,0.0,320.87,-2.8,28.0,1.0,24.0,20.0,30.0
138855,79.0,-0.14,1.21,1.15,0.08,0.04,0.12,0.08,921.84,31.85,0.0,321.63,-2.56,28.0,1.0,24.0,20.0,30.0
138856,79.1,-0.09,1.1,1.1,0.02,0.06,0.16,0.14,903.93,31.86,0.0,319.41,-2.33,28.0,1.0,24.0,20.0,30.0
138857,79.2,-0.14,1.04,1.12,0.08,0.12,0.15,0.11,905.97,31.86,0.0,320.91,-2.15,28.0,1.0,24.0,20.0,30.0
138858,79.3,-0.14,1.08,1.14,0.08,0.04,0.1,0.11,903.25,31.87,0.0,319.79,-2.64,28.0,1.0,24.0,20.0,30.0
138859,79.4,-0.12,0.97,1.1,0.03,0.06,0.16,0.13,901.6,31.87,0.0,321.75,-2.88,28.0,1.0,24.0,20.0,30.0
138860,79.5,-0.14,1.16,1.13,0.09,0.1,0.17,0.13,896.6,31.85,0.0,320.43,-2.34,28.0,1.0,24.0,20.0,30.0
138861,79.6,-0.14,1.11,1.14,0.08,0.03,0.11,0.09,916.93,31.84,0.0,321.45,-2.26,28.0,1.0,24.0,20.0,30.0
138862,79.7,-0.1,1.14,1.08,0.03,0.04,0.14,0.14,882.14,31.86,0.0,320.62,-2.71,28.0,1.0,24.0,20.0,30.0
138863,79.8,-0.14,1.07,1.12,0.09,0.09,0.18,0.14,906.41,31.87,0.0,321.63,-2.86,28.0,1.0,24.0,20.0,30.0
138864,79.9,-0.15,1.09,1.14,0.06,0.06,0.14,0.11,903.51,31.88,0.0,321.81,-2.61,28.0,1.0,24.0,20.0,30.0
138865,80.0,-0.13,1.01,1.08,0.03,0.04,0.17,0.16,901.53,31.88,0.0,321.38,-1.99,28.0,1.0,24.0,20.0,30.0
138866,80.1,-0.14,1.08,1.12,0.08,0.09,0.2,0.14,896.38,31.85,0.0,321.65,-2.11,28.0,1.0,24.0,20.0,30.0
138867,80.2,-0.14,1.12,1.15,0.07,0.04,0.1,0.09,919.57,31.86,0.0,320.84,-2.57,28.0,1.0,24.0,20.0,30.0
138868,80.3,-0.1,1.18,1.1,0.02,0.07,0.17,0.15,881.87,31.86,0.0,320.99,-2.92,28.0,1.0,24.0,20.0,30.0
138869,80.4,-0.14,1.02,1.11,0.09,0.09,0.2,0.15,906.49,31.89,0.0,321.55,-2.41,28.0,1.0,24.0,20.0,30.0
138870,80.5,-0.15,1.17,1.13,0.08,0.04,0.1,0.11,903.51,31.89,0.0,322.96,-2.18,28.0,1.0,24.0,20.0,30.0
138871,80.6,-0.13,1.13,1.08,0.04,0.04,0.15,0.16,903.09,31.87,0.0,322.59,-2.15,28.0,1.0,24.0,20.0,30.0
138872,80.7,-0.14,1.07,1.12,0.09,0.12,0.2,0.11,898.09,31.86,0.0,321.07,-2.78,28.0,1.0,24.0,20.0,30.0
138873,80.8,-0.15,1.16,1.15,0.08,0.04,0.08,0.1,916.92,31.87,0.0,320.95,-2.57,28.0,1.0,24.0,20.0,30.0
138874,80.9,-0.11,1.02,1.09,0.02,0.04,0.16,0.14,880.36,31.89,0.0,322.23,-2.4,28.0,1.0,24.0,20.0,30.0
138875,81.0,-0.13,1.0,1.13,0.09,0.09,0.2,0.13,905.87,31.89,0.0,323.56,-1.97,28.0,1.0,24.0,20.0,30.0
138876,81.1,-0.16,1.24,1.15,0.06,0.05,0.15,0.12,904.36,31.88,0.0,323.47,-2.63,28.0,1.0,24.0,20.0,30.0
138877,81.2,-0.13,1.08,1.1,0.03,0.07,0.14,0.14,906.41,31.88,0.0,323.76,-2.51,28.0,1.0,24.0,20.0,30.0
138878,81.3,-0.13,1.01,1.13,0.09,0.09,0.19,0.14,895.01,31.86,0.0,322.26,-2.78,28.0,1.0,24.0,20.0,30.0
138879,81.4,-0.15,1.26,1.14,0.06,0.05,0.11,0.1,917.25,31.89,0.0,322.6,-1.99,28.0,1.0,24.0,20.0,30.0
138880,81.5,-0.13,0.99,1.1,0.02,0.05,0.15,0.15,880.54,31.88,0.0,321.75,-2.46,28.0,1.0,24.0,20.0,30.0
138881,81.6,-0.12,1.07,1.12,0.1,0.09,0.16,0.13,913.78,31.91,0.0,324.15,-2.5,28.0,1.0,24.0,20.0,30.0
138882,81.7,-0.17,1.24,1.14,0.05,0.04,0.12,0.09,903.84,31.89,0.0,323.7,-2.78,28.0,1.0,24.0,20.0,30.0
138883,81.8,-0.13,0.97,1.09,0.03,0.04,0.16,0.17,888.94,31.9,0.0,323.52,-1.95,28.0,1.0,24.0,20.0,30.0
138884,81.9,-0.13,1.04,1.12,0.08,0.09,0.15,0.13,898.38,31.87,0.0,321.99,-2.26,28.0,1.0,24.0,20.0,30.0
138885,82.0,-0.15,1.13,1.14,0.07,0.05,0.1,0.1,897.2,31.92,0.0,323.02,-2.24,28.0,1.0,24.0,20.0,30.0
138886,82.1,-0.14,0.93,1.09,0.01,0.06,0.16,0.15,879.5,31.9,0.0,321.62,-2.82,28.0,1.0,24.0,20.0,30.0
138887,82.2,-0.11,1.04,1.13,0.09,0.08,0.19,0.14,901.38,31.9,0.0,324.38,-2.37,28.0,1.0,24.0,20.0,30.0
138888,82.3,-0.17,1.17,1.13,0.06,0.04,0.11,0.12,901.13,31.89,0.0,322.55,-2.42,28.0,1.0,24.0,20.0,30.0
138889,82.4,-0.14,0.94,1.09,0.03,0.08,0.17,0.16,888.72,31.92,0.0,324.35,-2.0,28.0,1.0,24.0,20.0,30.0
138890,82.5,-0.13,1.11,1.11,0.09,0.11,0.16,0.12,898.44,31.9,0.0,322.38,-2.75,28.0,1.0,24.0,20.0,30.0
138891,82.6,-0.15,1.25,1.15,0.07,0.04,0.1,0.11,897.23,31.92,0.0,323.7,-2.48,28.0,1.0,24.0,20.0,30.0
138892,82.7,-0.15,0.91,1.09,0.02,0.05,0.18,0.16,879.66,31.9,0.0,322.88,-2.52,28.0,1.0,24.0,20.0,30.0
138893,82.8,-0.12,1.12,1.12,0.09,0.11,0.18,0.13,901.36,31.92,0.0,324.39,-1.96,28.0,1.0,24.0,20.0,30.0
138894,82.9,-0.16,1.03,1.14,0.06,0.04,0.08,0.1,899.88,31.91,0.0,322.73,-2.21,28.0,1.0,24.0,20.0,30.0
138895,83.0,-0.15,0.95,1.09,0.03,0.06,0.16,0.15,886.33,31.92,0.0,323.29,-2.44,28.0,1.0,24.0,20.0,30.0
138896,83.1,-0.13,1.09,1.13,0.1,0.1,0.16,0.11,898.19,31.91,0.0,322.04,-2.64,28.0,1.0,24.0,20.0,30.0
138897,83.2,-0.15,1.09,1.14,0.06,0.06,0.11,0.11,897.21,31.92,0.0,323.34,-2.12,28.0,1.0,24.0,20.0,30.0
138898,83.3,-0.16,1.05,1.09,0.01,0.06,0.19,0.17,879.09,31.92,0.0,322.74,-2.08,28.0,1.0,24.0,20.0,30.0
138899,83.4,-0.13,1.1,1.13,0.1,0.09,0.17,0.12,902.02,31.93,0.0,324.85,-2.55,28.0,1.0,24.0,20.0,30.0
138900,83.5,-0.14,1.04,1.14,0.05,0.03,0.11,0.12,901.15,31.88,0.0,323.12,-2.78,28.0,1.0,24.0,20.0,30.0
138901,83.6,-0.15,0.97,1.08,0.02,0.06,0.17,0.16,888.55,31.87,0.0,323.23,-2.37,28.0,1.0,24.0,20.0,30.0
138902,83.7,-0.13,0.96,1.13,0.09,0.09,0.18,0.13,918.28,31.87,0.0,323.77,-2.1,28.0,1.0,24.0,20.0,30.0
138903,83.8,-0.14,1.01,1.13,0.05,0.04,0.11,0.1,896.85,31.88,0.0,322.7,-2.18,28.0,1.0,24.0,20.0,30.0
138904,83.9,-0.16,1.04,1.09,0.03,0.06,0.19,0.16,894.77,31.89,0.0,323.62,-2.71,28.0,1.0,24.0,20.0,30.0
138905,84.0,-0.13,1.04,1.12,0.09,0.08,0.17,0.13,900.92,31.88,0.0,323.8,-2.61,28.0,1.0,24.0,20.0,30.0
138906,84.1,-0.13,1.14,1.14,0.05,0.04,0.09,0.1,906.1,31.87,0.0,324.66,-2.2,28.0,1.0,24.0,20.0,30.0
138907,84.2,-0.15,1.01,1.09,0.03,0.06,0.19,0.16,888.04,31.87,0.0,323.03,-1.95,28.0,1.0,24.0,20.0,30.0
138908,84.3,-0.14,0.99,1.13,0.09,0.09,0.18,0.13,914.79,31.87,0.0,323.52,-2.33,28.0,1.0,24.0,20.0,30.0
138909,84.4,-0.13,1.06,1.14,0.05,0.05,0.12,0.12,901.96,31.89,0.0,322.79,-2.69,28.0,1.0,24.0,20.0,30.0
138910,84.5,-0.16,0.97,1.09,0.04,0.06,0.15,0.13,894.0,31.9,0.0,322.97,-2.57,28.0,1.0,24.0,20.0,30.0
138911,84.6,-0.13,0.99,1.13,0.1,0.09,0.16,0.1,911.75,31.88,0.0,323.48,-2.03,28.0,1.0,24.0,20.0,30.0
138912,84.7,-0.12,1.22,1.13,0.06,0.06,0.12,0.12,902.98,31.88,0.0,325.38,-2.18,28.0,1.0,24.0,20.0,30.0
138913,84.8,-0.16,0.94,1.09,0.01,0.08,0.18,0.13,896.81,31.89,0.0,322.87,-2.44,28.0,1.0,24.0,20.0,30.0
138914,84.9,-0.14,1.08,1.14,0.09,0.09,0.15,0.11,913.08,31.89,0.0,324.21,-2.71,28.0,1.0,24.0,20.0,30.0
138915,85.0,-0.13,1.11,1.13,0.06,0.03,0.12,0.12,902.06,31.91,0.0,322.54,-2.36,28.0,1.0,24.0,20.0,30.0
138916,85.1,-0.16,0.81,1.1,0.02,0.06,0.18,0.16,893.77,31.91,0.0,322.68,-2.27,28.0,1.0,24.0,20.0,30.0
138917,85.2,-0.14,1.09,1.13,0.09,0.09,0.14,0.11,912.05,31.9,0.0,322.6,-2.25,28.0,1.0,24.0,20.0,30.0
138918,85.3,-0.1,1.21,1.14,0.06,0.05,0.12,0.11,904.62,31.88,0.0,323.89,-2.54,28.0,1.0,24.0,20.0,30.0
138919,85.4,-0.16,0.95,1.09,0.02,0.06,0.18,0.15,896.97,31.9,0.0,323.41,-2.44,28.0,1.0,24.0,20.0,30.0
138920,85.5,-0.15,1.17,1.14,0.1,0.11,0.16,0.1,913.01,31.9,0.0,323.75,-2.37,28.0,1.0,24.0,20.0,30.0
138921,85.6,-0.12,1.14,1.13,0.05,0.06,0.1,0.1,899.49,31.92,0.0,321.98,-2.19,28.0,1.0,24.0,20.0,30.0
138922,85.7,-0.16,0.91,1.09,0.03,0.07,0.18,0.15,892.62,31.9,0.0,322.44,-2.7,28.0,1.0,24.0,20.0,30.0
138923,85.8,-0.14,1.08,1.12,0.09,0.08,0.17,0.11,913.14,31.93,0.0,323.13,-2.61,28.0,1.0,24.0,20.0,30.0
138924,85.9,-0.09,1.27,1.13,0.04,0.04,0.12,0.09,902.96,31.91,0.0,323.34,-2.19,28.0,1.0,24.0,20.0,30.0
138925,86.0,-0.15,0.92,1.1,0.04,0.07,0.2,0.14,897.33,31.91,0.0,322.99,-1.86,28.0,1.0,24.0,20.0,30.0
138926,86.1,-0.15,1.15,1.13,0.09,0.07,0.17,0.12,915.6,31.89,0.0,322.62,-2.38,28.0,1.0,24.0,20.0,30.0
138927,86.2,-0.12,1.03,1.14,0.05,0.04,0.15,0.13,906.67,31.92,0.0,323.02,-2.82,28.0,1.0,24.0,20.0,30.0
138928,86.3,-0.15,0.97,1.09,0.03,0.06,0.17,0.14,894.06,31.89,0.0,322.46,-2.85,28.0,1.0,24.0,20.0,30.0
138929,86.4,-0.15,1.12,1.13,0.09,0.08,0.16,0.1,922.3,31.92,0.0,323.44,-2.27,28.0,1.0,24.0,20.0,30.0
138930,86.5,-0.09,1.06,1.13,0.04,0.04,0.11,0.1,904.29,31.92,0.0,322.61,-1.98,28.0,1.0,24.0,20.0,30.0
138931,86.6,-0.15,0.93,1.09,0.04,0.07,0.17,0.13,905.25,31.88,0.0,322.62,-2.43,28.0,1.0,24.0,20.0,30.0
138932,86.7,-0.15,1.06,1.14,0.11,0.08,0.18,0.13,913.49,31.83,0.0,322.22,-2.63,28.0,1.0,24.0,20.0,30.0
138933,86.8,-0.12,1.0,1.13,0.05,0.03,0.12,0.11,907.19,31.82,0.0,322.62,-2.57,28.0,1.0,24.0,20.0,30.0
138934,86.9,-0.14,1.1,1.08,0.05,0.06,0.16,0.14,899.96,31.82,0.0,322.67,-2.46,28.0,1.0,24.0,20.0,30.0
138935,87.0,-0.15,1.04,1.15,0.11,0.11,0.12,0.1,920.66,31.82,0.0,323.76,-2.23,28.0,1.0,24.0,20.0,30.0
138936,87.1,-0.09,1.09,1.13,0.05,0.03,0.11,0.11,887.28,31.83,0.0,322.18,-2.53,28.0,1.0,24.0,20.0,30.0
138937,87.2,-0.15,1.01,1.1,0.04,0.08,0.2,0.15,907.49,31.84,0.0,321.28,-2.74,28.0,1.0,24.0,20.0,30.0
138938,87.3,-0.15,1.06,1.14,0.1,0.08,0.13,0.12,908.53,31.83,0.0,320.52,-2.15,28.0,1.0,24.0,20.0,30.0
138939,87.4,-0.1,1.04,1.13,0.04,0.03,0.1,0.11,906.59,31.84,0.0,321.31,-2.13,28.0,1.0,24.0,20.0,30.0
138940,87.5,-0.14,1.1,1.09,0.04,0.07,0.16,0.16,897.92,31.84,0.0,321.35,-2.34,28.0,1.0,24.0,20.0,30.0
138941,87.6,-0.17,1.11,1.15,0.09,0.08,0.16,0.09,920.68,31.84,0.0,322.25,-2.69,28.0,1.0,24.0,20.0,30.0
138942,87.7,-0.08,1.18,1.12,0.04,0.02,0.12,0.1,887.29,31.85,0.0,321.89,-2.35,28.0,1.0,24.0,20.0,30.0
138943,87.8,-0.15,1.04,1.09,0.03,0.1,0.2,0.16,907.25,31.84,0.0,320.04,-2.08,28.0,1.0,24.0,20.0,30.0
138944,87.9,-0.15,1.04,1.14,0.1,0.09,0.16,0.1,908.49,31.84,0.0,320.63,-2.15,28.0,1.0,24.0,20.0,30.0
138945,88.0,-0.09,1.18,1.12,0.04,0.05,0.11,0.11,906.6,31.84,0.0,320.27,-2.59,28.0,1.0,24.0,20.0,30.0
138946,88.1,-0.14,1.01,1.09,0.04,0.06,0.15,0.14,897.92,31.85,0.0,321.44,-2.75,28.0,1.0,24.0,20.0,30.0
138947,88.2,-0.16,1.09,1.14,0.1,0.08,0.15,0.11,920.69,31.83,0.0,321.72,-2.55,28.0,1.0,24.0,20.0,30.0
138948,88.3,-0.09,1.19,1.11,0.05,0.03,0.12,0.12,887.18,31.85,0.0,321.42,-1.95,28.0,1.0,24.0,20.0,30.0
138949,88.4,-0.14,0.93,1.09,0.03,0.07,0.16,0.13,907.18,31.84,0.0,319.84,-2.16,28.0,1.0,24.0,20.0,30.0
138950,88.5,-0.16,1.16,1.14,0.11,0.09,0.16,0.11,912.59,31.84,0.0,320.36,-2.54,28.0,1.0,24.0,20.0,30.0
138951,88.6,-0.08,1.22,1.12,0.05,0.04,0.11,0.09,907.46,31.84,0.0,318.96,-2.79,28.0,1.0,24.0,20.0,30.0
138952,88.7,-0.14,1.01,1.09,0.04,0.09,0.18,0.15,897.59,31.85,0.0,320.66,-2.31,28.0,1.0,24.0,20.0,30.0
138953,88.8,-0.17,1.17,1.14,0.09,0.08,0.16,0.09,922.57,31.83,0.0,319.8,-2.23,28.0,1.0,24.0,20.0,30.0
138954,88.9,-0.1,1.17,1.12,0.03,0.03,0.1,0.1,890.11,31.87,0.0,320.69,-2.2,28.0,1.0,24.0,20.0,30.0
138955,89.0,-0.13,0.92,1.09,0.04,0.07,0.18,0.15,910.68,31.86,0.0,319.01,-2.73,28.0,1.0,24.0,20.0,30.0
138956,89.1,-0.17,1.23,1.14,0.1,0.09,0.15,0.11,907.49,31.86,0.0,320.4,-2.43,28.0,1.0,24.0,20.0,30.0
138957,89.2,-0.09,1.17,1.12,0.03,0.03,0.11,0.12,907.18,31.86,0.0,319.09,-2.17,28.0,1.0,24.0,20.0,30.0
138958,89.3,-0.13,0.95,1.11,0.04,0.08,0.2,0.15,900.02,31.86,0.0,320.47,-2.23,28.0,1.0,24.0,20.0,30.0
138959,89.4,-0.17,1.14,1.14,0.11,0.08,0.14,0.12,897.41,31.86,0.0,320.07,-2.56,28.0,1.0,24.0,20.0,30.0
138960,89.5,-0.12,0.95,1.11,0.03,0.04,0.1,0.13,886.56,31.87,0.0,320.46,-2.64,28.0,1.0,24.0,20.0,30.0
138961,89.6,-0.12,1.01,1.09,0.05,0.09,0.2,0.15,897.9,31.87,0.0,317.67,-2.27,28.0,1.0,24.0,20.0,30.0
138962,89.7,-0.18,1.26,1.14,0.1,0.08,0.15,0.1,907.39,31.87,0.0,320.73,-2.08,28.0,1.0,24.0,20.0,30.0
138963,89.8,-0.1,1.09,1.11,0.03,0.04,0.14,0.12,883.65,31.87,0.0,318.91,-2.18,28.0,1.0,24.0,20.0,30.0
138964,89.9,-0.13,1.13,1.09,0.05,0.08,0.19,0.17,897.8,31.87,0.0,319.07,-2.87,28.0,1.0,24.0,20.0,30.0
138965,90.0,-0.17,1.2,1.14,0.1,0.08,0.15,0.11,897.67,31.88,0.0,318.62,-2.57,28.0,1.0,24.0,20.0,30.0
138966,90.1,-0.12,0.98,1.12,0.03,0.04,0.1,0.12,885.43,31.88,0.0,318.93,-2.06,28.0,1.0,24.0,20.0,30.0
138967,90.2,-0.12,1.06,1.09,0.04,0.09,0.2,0.16,898.07,31.87,0.0,318.29,-2.19,28.0,1.0,24.0,20.0,30.0
138968,90.3,-0.17,1.07,1.15,0.11,0.08,0.14,0.11,907.06,31.87,0.0,319.01,-2.52,28.0,1.0,24.0,20.0,30.0
138969,90.4,-0.11,1.11,1.14,0.03,0.04,0.1,0.13,880.97,31.88,0.0,319.13,-2.71,28.0,1.0,24.0,20.0,30.0
138970,90.5,-0.14,1.14,1.08,0.06,0.09,0.17,0.15,897.62,31.87,0.0,319.47,-2.37,28.0,1.0,24.0,20.0,30.0
138971,90.6,-0.17,1.07,1.14,0.09,0.08,0.13,0.08,896.46,31.83,0.0,318.2,-2.16,28.0,1.0,24.0,20.0,30.0
138972,90.7,-0.12,1.04,1.11,0.04,0.04,0.08,0.12,885.17,31.82,0.0,318.11,-2.27,28.0,1.0,24.0,20.0,30.0
138973,90.8,-0.13,1.1,1.09,0.05,0.07,0.18,0.17,897.96,31.84,0.0,318.33,-2.57,28.0,1.0,24.0,20.0,30.0
138974,90.9,-0.17,1.0,1.15,0.1,0.06,0.16,0.11,907.02,31.83,0.0,319.44,-2.53,28.0,1.0,24.0,20.0,30.0
138975,91.0,-0.11,1.06,1.12,0.04,0.05,0.15,0.14,883.51,31.83,0.0,319.07,-2.43,28.0,1.0,24.0,20.0,30.0
138976,91.1,-0.14,1.09,1.1,0.06,0.08,0.18,0.15,897.64,31.83,0.0,318.5,-2.08,28.0,1.0,24.0,20.0,30.0
138977,91.2,-0.17,1.05,1.14,0.11,0.09,0.16,0.11,896.7,31.84,0.0,318.44,-2.49,28.0,1.0,24.0,20.0,30.0
138978,91.3,-0.13,1.17,1.12,0.03,0.02,0.1,0.12,897.07,31.85,0.0,318.5,-2.53,28.0,1.0,24.0,20.0,30.0
138979,91.4,-0.12,1.09,1.09,0.05,0.08,0.19,0.17,898.41,31.84,0.0,318.98,-2.5,28.0,1.0,24.0,20.0,30.0
138980,91.5,-0.15,0.97,1.15,0.1,0.08,0.18,0.09,910.09,31.86,0.0,318.82,-2.04,28.0,1.0,24.0,20.0,30.0
138981,91.6,-0.11,1.16,1.12,0.03,0.02,0.13,0.14,882.68,31.85,0.0,318.06,-2.49,28.0,1.0,24.0,20.0,30.0
138982,91.7,-0.13,1.07,1.09,0.05,0.07,0.21,0.17,915.76,31.85,0.0,317.02,-2.49,28.0,1.0,24.0,20.0,30.0
138983,91.8,-0.17,1.06,1.14,0.1,0.09,0.13,0.08,900.53,31.84,0.0,317.33,-2.62,28.0,1.0,24.0,20.0,30.0
138984,91.9,-0.14,1.21,1.12,0.03,0.04,0.11,0.1,892.16,31.87,0.0,319.2,-2.0,28.0,1.0,24.0,20.0,30.0
138985,92.0,-0.13,0.99,1.09,0.05,0.07,0.18,0.14,911.78,31.84,0.0,317.76,-2.25,28.0,1.0,24.0,20.0,30.0
138986,92.1,-0.15,1.12,1.15,0.1,0.07,0.13,0.08,901.63,31.87,0.0,319.27,-2.35,28.0,1.0,24.0,20.0,30.0
138987,92.2,-0.14,1.09,1.12,0.02,0.03,0.12,0.11,888.57,31.85,0.0,317.65,-3.02,28.0,1.0,24.0,20.0,30.0
138988,92.3,-0.13,0.96,1.1,0.05,0.09,0.2,0.16,910.82,31.86,0.0,317.82,-2.37,28.0,1.0,24.0,20.0,30.0
138989,92.4,-0.17,1.14,1.14,0.09,0.07,0.13,0.09,897.31,31.85,0.0,317.46,-2.17,28.0,1.0,24.0,20.0,30.0
138990,92.5,-0.14,1.09,1.12,0.04,0.03,0.1,0.1,892.39,31.88,0.0,318.44,-1.85,28.0,1.0,24.0,20.0,30.0
138991,92.6,-0.13,1.06,1.1,0.04,0.09,0.21,0.15,907.99,31.86,0.0,318.25,-2.57,28.0,1.0,24.0,20.0,30.0
138992,92.7,-0.14,1.28,1.15,0.1,0.08,0.12,0.11,902.78,31.87,0.0,319.38,-2.65,28.0,1.0,24.0,20.0,30.0
138993,92.8,-0.15,1.05,1.12,0.04,0.03,0.12,0.11,888.22,31.84,0.0,317.4,-2.63,28.0,1.0,24.0,20.0,30.0
138994,92.9,-0.13,1.04,1.09,0.06,0.1,0.18,0.13,908.73,31.87,0.0,318.65,-2.15,28.0,1.0,24.0,20.0,30.0
138995,93.0,-0.16,1.24,1.15,0.09,0.08,0.16,0.11,897.48,31.87,0.0,317.16,-2.46,28.0,1.0,24.0,20.0,30.0
138996,93.1,-0.13,0.95,1.11,0.03,0.05,0.12,0.12,890.18,31.88,0.0,317.21,-2.49,28.0,1.0,24.0,20.0,30.0
138997,93.2,-0.14,1.1,1.1,0.06,0.07,0.2,0.16,907.88,31.82,0.0,316.74,-2.81,28.0,1.0,24.0,20.0,30.0
138998,93.3,-0.13,1.23,1.15,0.1,0.07,0.16,0.1,902.27,31.82,0.0,317.64,-2.3,28.0,1.0,24.0,20.0,30.0
138999,93.4,-0.14,1.04,1.11,0.03,0.04,0.12,0.1,888.62,31.83,0.0,317.85,-2.35,28.0,1.0,24.0,20.0,30.0
139000,93.5,-0.15,1.17,1.1,0.06,0.1,0.18,0.14,911.16,31.81,0.0,318.75,-2.48,28.0,1.0,24.0,20.0,30.0
139001,93.6,-0.15,1.09,1.15,0.09,0.08,0.15,0.11,897.51,31.82,0.0,316.63,-2.82,28.0,1.0,24.0,20.0,30.0
139002,93.7,-0.13,1.01,1.11,0.02,0.04,0.11,0.13,892.42,31.83,0.0,317.43,-2.41,28.0,1.0,24.0,20.0,30.0
139003,93.8,-0.15,1.09,1.1,0.06,0.07,0.18,0.15,923.07,31.84,0.0,316.93,-2.18,28.0,1.0,24.0,20.0,30.0
139004,93.9,-0.12,1.09,1.14,0.09,0.09,0.11,0.11,903.41,31.83,0.0,317.6,-2.24,28.0,1.0,24.0,20.0,30.0
139005,94.0,-0.14,1.07,1.12,0.03,0.04,0.13,0.11,900.35,31.83,0.0,318.42,-2.78,28.0,1.0,24.0,20.0,30.0
139006,94.1,-0.15,1.13,1.1,0.06,0.09,0.16,0.13,909.54,31.83,0.0,318.18,-2.74,28.0,1.0,24.0,20.0,30.0
139007,94.2,-0.14,0.98,1.15,0.1,0.07,0.14,0.08,905.44,31.83,0.0,318.51,-2.29,28.0,1.0,24.0,20.0,30.0
139008,94.3,-0.12,1.15,1.11,0.02,0.04,0.13,0.12,892.38,31.83,0.0,316.64,-1.83,28.0,1.0,24.0,20.0,30.0
139009,94.4,-0.16,0.98,1.1,0.05,0.08,0.18,0.16,919.89,31.84,0.0,317.18,-2.29,28.0,1.0,24.0,20.0,30.0
139010,94.5,-0.12,1.0,1.14,0.09,0.08,0.13,0.1,897.7,31.84,0.0,316.23,-2.73,28.0,1.0,24.0,20.0,30.0
139011,94.6,-0.13,1.14,1.11,0.02,0.04,0.14,0.14,904.01,31.85,0.0,319.1,-2.76,28.0,1.0,24.0,20.0,30.0
139012,94.7,-0.15,1.12,1.09,0.06,0.09,0.16,0.13,913.3,31.84,0.0,317.43,-2.24,28.0,1.0,24.0,20.0,30.0
139013,94.8,-0.13,1.04,1.15,0.09,0.07,0.11,0.1,906.37,31.85,0.0,317.84,-2.11,28.0,1.0,24.0,20.0,30.0
139014,94.9,-0.12,1.22,1.1,0.03,0.04,0.15,0.14,901.66,31.85,0.0,316.02,-2.47,28.0,1.0,24.0,20.0,30.0
139015,95.0,-0.16,1.06,1.1,0.07,0.1,0.18,0.15,921.7,31.86,0.0,317.79,-2.66,28.0,1.0,24.0,20.0,30.0
139016,95.1,-0.11,1.12,1.13,0.09,0.08,0.14,0.1,895.73,31.85,0.0,316.49,-2.4,28.0,1.0,24.0,20.0,30.0
139017,95.2,-0.13,1.12,1.11,0.04,0.03,0.13,0.14,902.45,31.84,0.0,317.96,-2.34,28.0,1.0,24.0,20.0,30.0
139018,95.3,-0.15,0.95,1.1,0.07,0.09,0.19,0.15,918.06,31.82,0.0,316.93,-2.27,28.0,1.0,24.0,20.0,30.0
139019,95.4,-0.11,1.12,1.14,0.09,0.09,0.15,0.1,907.17,31.79,0.0,318.6,-2.68,28.0,1.0,24.0,20.0,30.0
139020,95.5,-0.13,1.16,1.11,0.03,0.04,0.14,0.13,899.67,31.82,0.0,316.75,-2.61,28.0,1.0,24.0,20.0,30.0
139021,95.6,-0.16,1.08,1.11,0.06,0.11,0.14,0.14,923.56,31.81,0.0,317.38,-2.25,28.0,1.0,24.0,20.0,30.0
139022,95.7,-0.1,1.23,1.15,0.09,0.07,0.1,0.08,895.31,31.82,0.0,316.55,-2.16,28.0,1.0,24.0,20.0,30.0
139023,95.8,-0.13,1.14,1.11,0.02,0.03,0.12,0.12,902.86,31.81,0.0,317.89,-2.4,28.0,1.0,24.0,20.0,30.0
139024,95.9,-0.16,1.02,1.1,0.06,0.1,0.19,0.16,917.96,31.82,0.0,316.25,-2.61,28.0,1.0,24.0,20.0,30.0
139025,96.0,-0.09,1.27,1.15,0.09,0.08,0.1,0.08,906.21,31.8,0.0,317.85,-2.59,28.0,1.0,24.0,20.0,30.0
139026,96.1,-0.12,1.05,1.11,0.02,0.04,0.12,0.11,900.35,31.83,0.0,317.74,-1.95,28.0,1.0,24.0,20.0,30.0
139027,96.2,-0.18,1.1,1.1,0.06,0.11,0.17,0.14,921.56,31.82,0.0,318.08,-2.37,28.0,1.0,24.0,20.0,30.0
